train: n=512 dim=52 alpha_eff=3.91e-04 lam=0.7 eps 0.15->0.02
start eval: 97.5% vs random
  [B-vs-greedy] game 23200/30000 (total 63200)
  [B-vs-greedy] game 23225/30000 (total 63225)
  [B-vs-greedy] game 23250/30000 (total 63250)
  [B-vs-greedy] game 23275/30000 (total 63275)
  [B-vs-greedy] game 23300/30000 (total 63300)
  [B-vs-greedy] game 23325/30000 (total 63325)
  [B-vs-greedy] game 23350/30000 (total 63350)
  [B-vs-greedy] game 23375/30000 (total 63375)
  [B-vs-greedy] game 23400/30000 (total 63400)
  [B-vs-greedy] game 23425/30000 (total 63425)
  [B-vs-greedy] game 23450/30000 (total 63450)
  [B-vs-greedy] game 23475/30000 (total 63475)
  [B-vs-greedy] game 23500/30000 (total 63500)
  [B-vs-greedy] game 23525/30000 (total 63525)
  [B-vs-greedy] game 23550/30000 (total 63550)
  [B-vs-greedy] game 23575/30000 (total 63575)
  [B-vs-greedy] game 23600/30000 (total 63600)
  [B-vs-greedy] game 23625/30000 (total 63625)
  [B-vs-greedy] game 23650/30000 (total 63650)
  [B-vs-greedy] game 23675/30000 (total 63675)
  [B-vs-greedy] game 23700/30000 (total 63700)
  [B-vs-greedy] game 23725/30000 (total 63725)
  [B-vs-greedy] game 23750/30000 (total 63750)
  [B-vs-greedy] game 23775/30000 (total 63775)
  [B-vs-greedy] game 23800/30000 (total 63800)
  [B-vs-greedy] game 23825/30000 (total 63825)
  [B-vs-greedy] game 23850/30000 (total 63850)
  [B-vs-greedy] game 23875/30000 (total 63875)
  [B-vs-greedy] game 23900/30000 (total 63900)
  [B-vs-greedy] game 23925/30000 (total 63925)
  [B-vs-greedy] game 23950/30000 (total 63950)
  [B-vs-greedy] game 23975/30000 (total 63975)
  [B-vs-greedy] game 24000/30000 (total 64000)
  eval@64000: 97.5% vs random
  [B-vs-greedy] game 24025/30000 (total 64025)
  [B-vs-greedy] game 24050/30000 (total 64050)
  [B-vs-greedy] game 24075/30000 (total 64075)
  [B-vs-greedy] game 24100/30000 (total 64100)
  [B-vs-greedy] game 24125/30000 (total 64125)
  [B-vs-greedy] game 24150/30000 (total 64150)
  [B-vs-greedy] game 24175/30000 (total 64175)
  [B-vs-greedy] game 24200/30000 (total 64200)
  [B-vs-greedy] game 24225/30000 (total 64225)
  [B-vs-greedy] game 24250/30000 (total 64250)
  [B-vs-greedy] game 24275/30000 (total 64275)
  [B-vs-greedy] game 24300/30000 (total 64300)
  [B-vs-greedy] game 24325/30000 (total 64325)
  [B-vs-greedy] game 24350/30000 (total 64350)
  [B-vs-greedy] game 24375/30000 (total 64375)
  [B-vs-greedy] game 24400/30000 (total 64400)
  [B-vs-greedy] game 24425/30000 (total 64425)
  [B-vs-greedy] game 24450/30000 (total 64450)
  [B-vs-greedy] game 24475/30000 (total 64475)
  [B-vs-greedy] game 24500/30000 (total 64500)
  [B-vs-greedy] game 24525/30000 (total 64525)
  [B-vs-greedy] game 24550/30000 (total 64550)
  [B-vs-greedy] game 24575/30000 (total 64575)
  [B-vs-greedy] game 24600/30000 (total 64600)
  [B-vs-greedy] game 24625/30000 (total 64625)
  [B-vs-greedy] game 24650/30000 (total 64650)
  [B-vs-greedy] game 24675/30000 (total 64675)
  [B-vs-greedy] game 24700/30000 (total 64700)
  [B-vs-greedy] game 24725/30000 (total 64725)
  [B-vs-greedy] game 24750/30000 (total 64750)
  [B-vs-greedy] game 24775/30000 (total 64775)
  [B-vs-greedy] game 24800/30000 (total 64800)
  [B-vs-greedy] game 24825/30000 (total 64825)
  [B-vs-greedy] game 24850/30000 (total 64850)
  [B-vs-greedy] game 24875/30000 (total 64875)
  [B-vs-greedy] game 24900/30000 (total 64900)
  [B-vs-greedy] game 24925/30000 (total 64925)
  [B-vs-greedy] game 24950/30000 (total 64950)
  [B-vs-greedy] game 24975/30000 (total 64975)
  [B-vs-greedy] game 25000/30000 (total 65000)
  [B-vs-greedy] game 25025/30000 (total 65025)
  [B-vs-greedy] game 25050/30000 (total 65050)
  [B-vs-greedy] game 25075/30000 (total 65075)
  [B-vs-greedy] game 25100/30000 (total 65100)
  [B-vs-greedy] game 25125/30000 (total 65125)
  [B-vs-greedy] game 25150/30000 (total 65150)
  [B-vs-greedy] game 25175/30000 (total 65175)
  [B-vs-greedy] game 25200/30000 (total 65200)
  [B-vs-greedy] game 25225/30000 (total 65225)
  [B-vs-greedy] game 25250/30000 (total 65250)
  [B-vs-greedy] game 25275/30000 (total 65275)
  [B-vs-greedy] game 25300/30000 (total 65300)
  [B-vs-greedy] game 25325/30000 (total 65325)
  [B-vs-greedy] game 25350/30000 (total 65350)
  [B-vs-greedy] game 25375/30000 (total 65375)
  [B-vs-greedy] game 25400/30000 (total 65400)
  [B-vs-greedy] game 25425/30000 (total 65425)
  [B-vs-greedy] game 25450/30000 (total 65450)
  [B-vs-greedy] game 25475/30000 (total 65475)
  [B-vs-greedy] game 25500/30000 (total 65500)
  [B-vs-greedy] game 25525/30000 (total 65525)
  [B-vs-greedy] game 25550/30000 (total 65550)
  [B-vs-greedy] game 25575/30000 (total 65575)
  [B-vs-greedy] game 25600/30000 (total 65600)
  [B-vs-greedy] game 25625/30000 (total 65625)
  [B-vs-greedy] game 25650/30000 (total 65650)
  [B-vs-greedy] game 25675/30000 (total 65675)
  [B-vs-greedy] game 25700/30000 (total 65700)
  [B-vs-greedy] game 25725/30000 (total 65725)
  [B-vs-greedy] game 25750/30000 (total 65750)
  [B-vs-greedy] game 25775/30000 (total 65775)
  [B-vs-greedy] game 25800/30000 (total 65800)
  [B-vs-greedy] game 25825/30000 (total 65825)
  [B-vs-greedy] game 25850/30000 (total 65850)
  [B-vs-greedy] game 25875/30000 (total 65875)
  [B-vs-greedy] game 25900/30000 (total 65900)
  [B-vs-greedy] game 25925/30000 (total 65925)
  [B-vs-greedy] game 25950/30000 (total 65950)
  [B-vs-greedy] game 25975/30000 (total 65975)
  [B-vs-greedy] game 26000/30000 (total 66000)
  eval@66000: 100.0% vs random
  [B-vs-greedy] game 26025/30000 (total 66025)
  [B-vs-greedy] game 26050/30000 (total 66050)
  [B-vs-greedy] game 26075/30000 (total 66075)
  [B-vs-greedy] game 26100/30000 (total 66100)
  [B-vs-greedy] game 26125/30000 (total 66125)
  [B-vs-greedy] game 26150/30000 (total 66150)
  [B-vs-greedy] game 26175/30000 (total 66175)
  [B-vs-greedy] game 26200/30000 (total 66200)
  [B-vs-greedy] game 26225/30000 (total 66225)
  [B-vs-greedy] game 26250/30000 (total 66250)
  [B-vs-greedy] game 26275/30000 (total 66275)
  [B-vs-greedy] game 26300/30000 (total 66300)
  [B-vs-greedy] game 26325/30000 (total 66325)
  [B-vs-greedy] game 26350/30000 (total 66350)
  [B-vs-greedy] game 26375/30000 (total 66375)
  [B-vs-greedy] game 26400/30000 (total 66400)
  [B-vs-greedy] game 26425/30000 (total 66425)
  [B-vs-greedy] game 26450/30000 (total 66450)
  [B-vs-greedy] game 26475/30000 (total 66475)
  [B-vs-greedy] game 26500/30000 (total 66500)
  [B-vs-greedy] game 26525/30000 (total 66525)
  [B-vs-greedy] game 26550/30000 (total 66550)
  [B-vs-greedy] game 26575/30000 (total 66575)
  [B-vs-greedy] game 26600/30000 (total 66600)
  [B-vs-greedy] game 26625/30000 (total 66625)
  [B-vs-greedy] game 26650/30000 (total 66650)
  [B-vs-greedy] game 26675/30000 (total 66675)
  [B-vs-greedy] game 26700/30000 (total 66700)
  [B-vs-greedy] game 26725/30000 (total 66725)
  [B-vs-greedy] game 26750/30000 (total 66750)
  [B-vs-greedy] game 26775/30000 (total 66775)
  [B-vs-greedy] game 26800/30000 (total 66800)
  [B-vs-greedy] game 26825/30000 (total 66825)
  [B-vs-greedy] game 26850/30000 (total 66850)
  [B-vs-greedy] game 26875/30000 (total 66875)
  [B-vs-greedy] game 26900/30000 (total 66900)
  [B-vs-greedy] game 26925/30000 (total 66925)
  [B-vs-greedy] game 26950/30000 (total 66950)
  [B-vs-greedy] game 26975/30000 (total 66975)
  [B-vs-greedy] game 27000/30000 (total 67000)
  [B-vs-greedy] game 27025/30000 (total 67025)
  [B-vs-greedy] game 27050/30000 (total 67050)
  [B-vs-greedy] game 27075/30000 (total 67075)
  [B-vs-greedy] game 27100/30000 (total 67100)
  [B-vs-greedy] game 27125/30000 (total 67125)
  [B-vs-greedy] game 27150/30000 (total 67150)
  [B-vs-greedy] game 27175/30000 (total 67175)
  [B-vs-greedy] game 27200/30000 (total 67200)
  [B-vs-greedy] game 27225/30000 (total 67225)
  [B-vs-greedy] game 27250/30000 (total 67250)
  [B-vs-greedy] game 27275/30000 (total 67275)
  [B-vs-greedy] game 27300/30000 (total 67300)
  [B-vs-greedy] game 27325/30000 (total 67325)
  [B-vs-greedy] game 27350/30000 (total 67350)
  [B-vs-greedy] game 27375/30000 (total 67375)
  [B-vs-greedy] game 27400/30000 (total 67400)
  [B-vs-greedy] game 27425/30000 (total 67425)
  [B-vs-greedy] game 27450/30000 (total 67450)
  [B-vs-greedy] game 27475/30000 (total 67475)
  [B-vs-greedy] game 27500/30000 (total 67500)
  [B-vs-greedy] game 27525/30000 (total 67525)
  [B-vs-greedy] game 27550/30000 (total 67550)
  [B-vs-greedy] game 27575/30000 (total 67575)
  [B-vs-greedy] game 27600/30000 (total 67600)
  [B-vs-greedy] game 27625/30000 (total 67625)
  [B-vs-greedy] game 27650/30000 (total 67650)
  [B-vs-greedy] game 27675/30000 (total 67675)
  [B-vs-greedy] game 27700/30000 (total 67700)
  [B-vs-greedy] game 27725/30000 (total 67725)
  [B-vs-greedy] game 27750/30000 (total 67750)
  [B-vs-greedy] game 27775/30000 (total 67775)
  [B-vs-greedy] game 27800/30000 (total 67800)
  [B-vs-greedy] game 27825/30000 (total 67825)
  [B-vs-greedy] game 27850/30000 (total 67850)
  [B-vs-greedy] game 27875/30000 (total 67875)
  [B-vs-greedy] game 27900/30000 (total 67900)
  [B-vs-greedy] game 27925/30000 (total 67925)
  [B-vs-greedy] game 27950/30000 (total 67950)
  [B-vs-greedy] game 27975/30000 (total 67975)
  [B-vs-greedy] game 28000/30000 (total 68000)
  eval@68000: 97.5% vs random
  [B-vs-greedy] game 28025/30000 (total 68025)
  [B-vs-greedy] game 28050/30000 (total 68050)
  [B-vs-greedy] game 28075/30000 (total 68075)
  [B-vs-greedy] game 28100/30000 (total 68100)
  [B-vs-greedy] game 28125/30000 (total 68125)
  [B-vs-greedy] game 28150/30000 (total 68150)
  [B-vs-greedy] game 28175/30000 (total 68175)
  [B-vs-greedy] game 28200/30000 (total 68200)
  [B-vs-greedy] game 28225/30000 (total 68225)
  [B-vs-greedy] game 28250/30000 (total 68250)
  [B-vs-greedy] game 28275/30000 (total 68275)
  [B-vs-greedy] game 28300/30000 (total 68300)
  [B-vs-greedy] game 28325/30000 (total 68325)
  [B-vs-greedy] game 28350/30000 (total 68350)
  [B-vs-greedy] game 28375/30000 (total 68375)
  [B-vs-greedy] game 28400/30000 (total 68400)
  [B-vs-greedy] game 28425/30000 (total 68425)
  [B-vs-greedy] game 28450/30000 (total 68450)
  [B-vs-greedy] game 28475/30000 (total 68475)
  [B-vs-greedy] game 28500/30000 (total 68500)
  [B-vs-greedy] game 28525/30000 (total 68525)
  [B-vs-greedy] game 28550/30000 (total 68550)
  [B-vs-greedy] game 28575/30000 (total 68575)
  [B-vs-greedy] game 28600/30000 (total 68600)
  [B-vs-greedy] game 28625/30000 (total 68625)
  [B-vs-greedy] game 28650/30000 (total 68650)
  [B-vs-greedy] game 28675/30000 (total 68675)
  [B-vs-greedy] game 28700/30000 (total 68700)
  [B-vs-greedy] game 28725/30000 (total 68725)
  [B-vs-greedy] game 28750/30000 (total 68750)
  [B-vs-greedy] game 28775/30000 (total 68775)
  [B-vs-greedy] game 28800/30000 (total 68800)
  [B-vs-greedy] game 28825/30000 (total 68825)
  [B-vs-greedy] game 28850/30000 (total 68850)
  [B-vs-greedy] game 28875/30000 (total 68875)
  [B-vs-greedy] game 28900/30000 (total 68900)
  [B-vs-greedy] game 28925/30000 (total 68925)
  [B-vs-greedy] game 28950/30000 (total 68950)
  [B-vs-greedy] game 28975/30000 (total 68975)
  [B-vs-greedy] game 29000/30000 (total 69000)
  [B-vs-greedy] game 29025/30000 (total 69025)
  [B-vs-greedy] game 29050/30000 (total 69050)
  [B-vs-greedy] game 29075/30000 (total 69075)
  [B-vs-greedy] game 29100/30000 (total 69100)
  [B-vs-greedy] game 29125/30000 (total 69125)
  [B-vs-greedy] game 29150/30000 (total 69150)
  [B-vs-greedy] game 29175/30000 (total 69175)
  [B-vs-greedy] game 29200/30000 (total 69200)
  [B-vs-greedy] game 29225/30000 (total 69225)
  [B-vs-greedy] game 29250/30000 (total 69250)
  [B-vs-greedy] game 29275/30000 (total 69275)
  [B-vs-greedy] game 29300/30000 (total 69300)
  [B-vs-greedy] game 29325/30000 (total 69325)
  [B-vs-greedy] game 29350/30000 (total 69350)
  [B-vs-greedy] game 29375/30000 (total 69375)
  [B-vs-greedy] game 29400/30000 (total 69400)
  [B-vs-greedy] game 29425/30000 (total 69425)
  [B-vs-greedy] game 29450/30000 (total 69450)
  [B-vs-greedy] game 29475/30000 (total 69475)
  [B-vs-greedy] game 29500/30000 (total 69500)
  [B-vs-greedy] game 29525/30000 (total 69525)
  [B-vs-greedy] game 29550/30000 (total 69550)
  [B-vs-greedy] game 29575/30000 (total 69575)
  [B-vs-greedy] game 29600/30000 (total 69600)
  [B-vs-greedy] game 29625/30000 (total 69625)
  [B-vs-greedy] game 29650/30000 (total 69650)
  [B-vs-greedy] game 29675/30000 (total 69675)
  [B-vs-greedy] game 29700/30000 (total 69700)
  [B-vs-greedy] game 29725/30000 (total 69725)
  [B-vs-greedy] game 29750/30000 (total 69750)
  [B-vs-greedy] game 29775/30000 (total 69775)
  [B-vs-greedy] game 29800/30000 (total 69800)
  [B-vs-greedy] game 29825/30000 (total 69825)
  [B-vs-greedy] game 29850/30000 (total 69850)
  [B-vs-greedy] game 29875/30000 (total 69875)
  [B-vs-greedy] game 29900/30000 (total 69900)
  [B-vs-greedy] game 29925/30000 (total 69925)
  [B-vs-greedy] game 29950/30000 (total 69950)
  [B-vs-greedy] game 29975/30000 (total 69975)
  [B-vs-greedy] game 30000/30000 (total 70000)
  eval@70000: 97.5% vs random
  [C-selfplay] game 25/30000 (total 70025)
  [C-selfplay] game 50/30000 (total 70050)
  [C-selfplay] game 75/30000 (total 70075)
  [C-selfplay] game 100/30000 (total 70100)
  [C-selfplay] game 125/30000 (total 70125)
  [C-selfplay] game 150/30000 (total 70150)
  [C-selfplay] game 175/30000 (total 70175)
  [C-selfplay] game 200/30000 (total 70200)
  [C-selfplay] game 225/30000 (total 70225)
  [C-selfplay] game 250/30000 (total 70250)
  [C-selfplay] game 275/30000 (total 70275)
  [C-selfplay] game 300/30000 (total 70300)
  [C-selfplay] game 325/30000 (total 70325)
  [C-selfplay] game 350/30000 (total 70350)
  [C-selfplay] game 375/30000 (total 70375)
  [C-selfplay] game 400/30000 (total 70400)
  [C-selfplay] game 425/30000 (total 70425)
  [C-selfplay] game 450/30000 (total 70450)
  [C-selfplay] game 475/30000 (total 70475)
  [C-selfplay] game 500/30000 (total 70500)
  [C-selfplay] game 525/30000 (total 70525)
  [C-selfplay] game 550/30000 (total 70550)
  [C-selfplay] game 575/30000 (total 70575)
  [C-selfplay] game 600/30000 (total 70600)
  [C-selfplay] game 625/30000 (total 70625)
  [C-selfplay] game 650/30000 (total 70650)
  [C-selfplay] game 675/30000 (total 70675)
  [C-selfplay] game 700/30000 (total 70700)
  [C-selfplay] game 725/30000 (total 70725)
  [C-selfplay] game 750/30000 (total 70750)
  [C-selfplay] game 775/30000 (total 70775)
  [C-selfplay] game 800/30000 (total 70800)
  [C-selfplay] game 825/30000 (total 70825)
  [C-selfplay] game 850/30000 (total 70850)
  [C-selfplay] game 875/30000 (total 70875)
  [C-selfplay] game 900/30000 (total 70900)
  [C-selfplay] game 925/30000 (total 70925)
  [C-selfplay] game 950/30000 (total 70950)
  [C-selfplay] game 975/30000 (total 70975)
  [C-selfplay] game 1000/30000 (total 71000)
  [C-selfplay] game 1025/30000 (total 71025)
  [C-selfplay] game 1050/30000 (total 71050)
  [C-selfplay] game 1075/30000 (total 71075)
  [C-selfplay] game 1100/30000 (total 71100)
  [C-selfplay] game 1125/30000 (total 71125)
  [C-selfplay] game 1150/30000 (total 71150)
  [C-selfplay] game 1175/30000 (total 71175)
  [C-selfplay] game 1200/30000 (total 71200)
  [C-selfplay] game 1225/30000 (total 71225)
  [C-selfplay] game 1250/30000 (total 71250)
  [C-selfplay] game 1275/30000 (total 71275)
  [C-selfplay] game 1300/30000 (total 71300)
  [C-selfplay] game 1325/30000 (total 71325)
  [C-selfplay] game 1350/30000 (total 71350)
  [C-selfplay] game 1375/30000 (total 71375)
  [C-selfplay] game 1400/30000 (total 71400)
  [C-selfplay] game 1425/30000 (total 71425)
  [C-selfplay] game 1450/30000 (total 71450)
  [C-selfplay] game 1475/30000 (total 71475)
  [C-selfplay] game 1500/30000 (total 71500)
  [C-selfplay] game 1525/30000 (total 71525)
  [C-selfplay] game 1550/30000 (total 71550)
  [C-selfplay] game 1575/30000 (total 71575)
  [C-selfplay] game 1600/30000 (total 71600)
  [C-selfplay] game 1625/30000 (total 71625)
  [C-selfplay] game 1650/30000 (total 71650)
  [C-selfplay] game 1675/30000 (total 71675)
  [C-selfplay] game 1700/30000 (total 71700)
  [C-selfplay] game 1725/30000 (total 71725)
  [C-selfplay] game 1750/30000 (total 71750)
  [C-selfplay] game 1775/30000 (total 71775)
  [C-selfplay] game 1800/30000 (total 71800)
  [C-selfplay] game 1825/30000 (total 71825)
  [C-selfplay] game 1850/30000 (total 71850)
  [C-selfplay] game 1875/30000 (total 71875)
  [C-selfplay] game 1900/30000 (total 71900)
  [C-selfplay] game 1925/30000 (total 71925)
  [C-selfplay] game 1950/30000 (total 71950)
  [C-selfplay] game 1975/30000 (total 71975)
  [C-selfplay] game 2000/30000 (total 72000)
  eval@72000: 100.0% vs random
  [C-selfplay] game 2025/30000 (total 72025)
  [C-selfplay] game 2050/30000 (total 72050)
  [C-selfplay] game 2075/30000 (total 72075)
  [C-selfplay] game 2100/30000 (total 72100)
  [C-selfplay] game 2125/30000 (total 72125)
  [C-selfplay] game 2150/30000 (total 72150)
  [C-selfplay] game 2175/30000 (total 72175)
  [C-selfplay] game 2200/30000 (total 72200)
  [C-selfplay] game 2225/30000 (total 72225)
  [C-selfplay] game 2250/30000 (total 72250)
  [C-selfplay] game 2275/30000 (total 72275)
  [C-selfplay] game 2300/30000 (total 72300)
  [C-selfplay] game 2325/30000 (total 72325)
  [C-selfplay] game 2350/30000 (total 72350)
  [C-selfplay] game 2375/30000 (total 72375)
  [C-selfplay] game 2400/30000 (total 72400)
  [C-selfplay] game 2425/30000 (total 72425)
  [C-selfplay] game 2450/30000 (total 72450)
  [C-selfplay] game 2475/30000 (total 72475)
  [C-selfplay] game 2500/30000 (total 72500)
  [C-selfplay] game 2525/30000 (total 72525)
  [C-selfplay] game 2550/30000 (total 72550)
  [C-selfplay] game 2575/30000 (total 72575)
  [C-selfplay] game 2600/30000 (total 72600)
  [C-selfplay] game 2625/30000 (total 72625)
  [C-selfplay] game 2650/30000 (total 72650)
  [C-selfplay] game 2675/30000 (total 72675)
  [C-selfplay] game 2700/30000 (total 72700)
  [C-selfplay] game 2725/30000 (total 72725)
  [C-selfplay] game 2750/30000 (total 72750)
  [C-selfplay] game 2775/30000 (total 72775)
  [C-selfplay] game 2800/30000 (total 72800)
  [C-selfplay] game 2825/30000 (total 72825)
  [C-selfplay] game 2850/30000 (total 72850)
  [C-selfplay] game 2875/30000 (total 72875)
  [C-selfplay] game 2900/30000 (total 72900)
  [C-selfplay] game 2925/30000 (total 72925)
  [C-selfplay] game 2950/30000 (total 72950)
  [C-selfplay] game 2975/30000 (total 72975)
  [C-selfplay] game 3000/30000 (total 73000)
  [C-selfplay] game 3025/30000 (total 73025)
  [C-selfplay] game 3050/30000 (total 73050)
  [C-selfplay] game 3075/30000 (total 73075)
  [C-selfplay] game 3100/30000 (total 73100)
  [C-selfplay] game 3125/30000 (total 73125)
  [C-selfplay] game 3150/30000 (total 73150)
  [C-selfplay] game 3175/30000 (total 73175)
  [C-selfplay] game 3200/30000 (total 73200)
  [C-selfplay] game 3225/30000 (total 73225)
  [C-selfplay] game 3250/30000 (total 73250)
  [C-selfplay] game 3275/30000 (total 73275)
  [C-selfplay] game 3300/30000 (total 73300)
  [C-selfplay] game 3325/30000 (total 73325)
  [C-selfplay] game 3350/30000 (total 73350)
  [C-selfplay] game 3375/30000 (total 73375)
  [C-selfplay] game 3400/30000 (total 73400)
  [C-selfplay] game 3425/30000 (total 73425)
  [C-selfplay] game 3450/30000 (total 73450)
  [C-selfplay] game 3475/30000 (total 73475)
  [C-selfplay] game 3500/30000 (total 73500)
  [C-selfplay] game 3525/30000 (total 73525)
  [C-selfplay] game 3550/30000 (total 73550)
  [C-selfplay] game 3575/30000 (total 73575)
  [C-selfplay] game 3600/30000 (total 73600)
  [C-selfplay] game 3625/30000 (total 73625)
  [C-selfplay] game 3650/30000 (total 73650)
  [C-selfplay] game 3675/30000 (total 73675)
  [C-selfplay] game 3700/30000 (total 73700)
  [C-selfplay] game 3725/30000 (total 73725)
  [C-selfplay] game 3750/30000 (total 73750)
  [C-selfplay] game 3775/30000 (total 73775)
  [C-selfplay] game 3800/30000 (total 73800)
  [C-selfplay] game 3825/30000 (total 73825)
